4.24222	5.04204	2.79428	5.34951	3.30999	21.73465	0.0	0.51838	11.2356	33.85539	0.0	16.44417	64.56261	19.7366	0.0	27.60111	44.43356	0.18843	0.0	16.04981	5.64446	15.79679	43.62031	0.0	0.0	2.12536	71.02024	0.99253	0.0	0.0	0.0	1.17157	0.0	1.27718	17.8815	29.19091	11.49021	10.75548	0.0	0.0	4.25315	18.28813	0.0	0.0	0.0	19.19181	22.94953	4.55532	11.20951	5.40303	0.0	2.15354	3.0271	43.52834	10.96204	55.67062	13.75433	1.22488	1.92279	0.0	27.31171	1.97901	0.0	0.0	0.0	16.86655	0.0	37.52377	0.0	2.76281	0.0	9.14384	0.0	0.0	19.56221	18.86782	0.0	6.18507	3.14486	0.0	4.31306	32.78124	6.70816	71.01849	0.79168	0.0	7.03278	10.27355	8.81526	15.73431	0.0	
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.00385	0.0	0.0	8.24414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.04357	0.0	0.0	9.45246	0.0	0.0	0.0	0.0	0.0	13.28454	0.0	38.67228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.67567	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.06762	0.0	0.0	0.0	0.0	0.0	43.21447	0.0	0.0	0.0	40.65912	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.0	0.0	3.12796	0.30026	0.0	7.27985	0.0	0.0	0.0	25.31575	0.0	1.20788	0.12269	1.58807	0.0	0.0	0.0	0.0	9.59032	0.0	0.18104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.54681	0.0	0.0	0.0	0.0	0.0	2.21093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27669	0.14763	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.89758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33258	0.0	0.0	0.0	3.22436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.40955	0.0	0.0	0.0	0.0	0.0	3.70931	0.0	67.69822	
0.0	0.0	0.0	4.77352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.27747	0.0	0.0	0.0	0.22348	2.16061	0.0	0.0	0.0	0.49699	0.21626	0.0	0.53415	0.0	0.63042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.73626	0.09333	0.0	0.0	0.0	0.0	0.0	0.61324	0.58354	2.38969	0.90506	0.0	0.0	4.89057	0.25819	0.0	0.0	0.22813	0.0	0.0	0.0	0.02478	0.0	0.10146	0.0	0.0	0.0	0.46028	1.14529	0.0	0.0	0.0	0.09252	0.0	0.0	0.0	0.0	0.21155	0.0	0.0	0.68506	0.16033	0.0	0.0	
0.0	0.0	0.0	0.09039	0.0	0.18388	0.0	0.0	0.0	1.20178	0.0	0.0	0.0	0.0	0.0	0.0	2.38853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.60816	0.45449	0.0	0.0	0.0	1.05617	0.58947	0.28528	0.0	0.0	1.76295	0.0	0.0	0.0	0.0	0.0	4.72446	0.0	0.0	0.09178	0.0	2.428	0.66109	1.52675	0.0	0.0	0.0	0.0	4.15015	0.0	1.91776	3.99925	0.45874	5.17052	0.22656	4.24508	0.0	0.0	0.69865	0.0	0.0	0.0	0.59613	0.0	0.47829	0.0	0.021	0.0	0.57366	0.0	0.0	0.0	0.0	1.23088	0.0	0.0	0.0	2.80871	0.60015	0.0	0.76911	1.49318	0.44123	0.0	0.0	
3.96958	68.54894	10.17744	27.76315	65.5862	11.66496	50.92876	35.15625	66.25522	25.25301	23.2868	19.62883	13.2864	49.67822	33.91169	19.83746	43.42933	0.0	4.08589	24.31275	7.24749	40.29452	25.31141	21.43041	0.0	23.16915	19.07049	19.37549	40.65157	24.66388	64.61352	13.91694	24.0888	82.63217	13.70482	27.47061	50.56614	8.48235	21.84186	40.72064	0.0	20.26473	73.98678	41.53454	49.30553	28.36675	39.29196	21.8686	11.6994	40.24433	70.00107	10.42749	56.17065	18.89697	41.86366	19.3687	31.29226	59.28155	36.71912	42.52589	28.77794	66.79329	0.0	6.44425	44.02182	34.36472	70.20829	50.35372	80.60218	94.68443	71.93352	26.29405	45.85607	8.83171	30.42288	0.93332	100.0	13.34475	29.85935	32.91652	13.39606	35.87053	6.49476	23.63306	24.92803	73.80163	50.51055	34.0072	56.43514	36.85301	32.30178	
0.0	0.0	0.0	0.24469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07683	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0776	0.11082	0.0	0.0	0.0	0.0	0.0	0.0	1.19231	0.0	0.0	0.0	0.52852	0.0	0.0	0.0	0.06313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1183	0.0	0.06358	0.0	0.00669	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.65613	0.0	0.0	0.0	
0.0	0.0	0.0	1.77672	0.0	0.0	0.0	0.0	0.0	3.45251	0.0	0.25774	0.40846	7.58337	1.11261	0.0	0.0	0.0	0.0	0.28892	0.29036	0.31189	0.0	0.0	0.0	0.0	0.15779	1.62895	0.0	0.0	0.0	0.03498	2.09654	0.0	0.0	6.42377	0.39743	0.34018	0.0	12.61195	0.0	0.0	1.42413	12.16025	0.0	1.88318	0.67362	0.0	0.0	0.15512	0.0	0.0	0.0	0.0	2.24027	1.35016	0.0	1.58926	0.14199	1.08974	1.35339	5.40053	0.0	0.0	0.08135	0.0	12.04241	0.86175	0.0	0.0	0.0	0.0	0.23287	0.0	0.46227	0.0	0.0	0.0	0.0	2.37956	0.03687	0.0	0.0	0.0	1.63107	0.0	0.0	0.0	0.73571	0.0	0.0	
78.83775	0.0	0.0	0.0	0.0	0.0	1.17989	1.6521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.92486	0.0	0.0	2.78032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.451	0.55853	0.0	0.0	0.0	20.66592	0.0	0.0	0.0	0.0	0.0	9.2948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.27254	0.0	0.0	0.97124	0.0	0.05197	0.0	0.0	0.0	0.03162	0.0	0.0	0.0	1.13933	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.54381	1.45981	0.0	0.0	0.0	0.0	3.45091	1.60713	0.83244	0.0	1.28194	1.35943	0.5315	2.42717	0.0	1.75934	0.30913	0.0	4.48139	0.0	0.0	0.0	0.0	0.0	1.2704	0.96002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.49153	0.0	10.46503	0.0	0.0	5.57274	3.76475	0.0	0.0	1.24235	0.0	15.34289	1.50963	3.85208	0.0	1.21993	0.0	0.52862	0.0	1.54812	0.0	0.0	0.0	0.0	0.05284	0.0	0.0	0.0	2.53974	0.12885	0.0	2.48466	1.98495	0.0	0.0	0.0	
