6.3663	0.34515	0.53077	4.41255	6.37249	0.40278	1.95845	6.24789	13.45244	0.33448	0.13846	3.94621	4.49936	11.32271	7.48859	4.3306	1.24032	14.18656	12.95411	21.90318	5.16999	2.42932	11.6556	0.16168	1.91314	2.65244	0.49128	8.8245	7.84716	7.07992	1.07742	3.49251	1.87061	18.63808	0.40195	0.20597	0.25272	9.4097	8.09489	1.34501	14.10546	1.59708	3.75848	5.15288	8.32065	7.06031	2.2235	9.5744	2.7204	2.20805	15.98985	13.76175	7.81337	6.609	7.83886	6.81059	5.68536	12.38136	12.80755	2.22704	7.24546	4.4152	3.5628	8.22325	14.04254	3.05973	3.93728	17.64428	3.76773	6.33245	0.89366	7.40808	8.71303	15.34182	4.9098	27.58146	0.02866	5.12102	3.76024	2.01364	6.15717	10.62854	0.6077	3.9436	4.92402	4.04645	13.12309	8.22511	3.9908	0.0	2.63978	2.02254	0.0	0.28885	4.0202	5.24897	4.22388	29.52586	7.72503	16.51687	2.10129	1.90324	26.92668	1.03096	13.64263	0.0	9.39312	7.48245	7.62518	3.20899	1.07831	12.80426	6.59397	0.85791	3.37031	24.64655	0.18443	15.0319	3.2204	1.67601	3.68536	0.0	2.95099	0.0	0.0	6.63314	4.07833	6.92438	15.8281	0.6921	
0.0	0.01409	0.00148	0.0	0.0	0.00498	0.04299	0.0	0.0	0.02493	0.0	0.0	0.0	0.0	0.0	0.0	0.01984	0.0	0.0	0.0	0.0	0.0	0.0	0.01919	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00255	0.0	0.0	0.0	0.0	0.0	0.0	0.05653	0.04956	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09827	0.00248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00541	0.0	0.0	0.00554	0.0	0.0	0.0	0.01129	0.0169	0.0	0.0	0.00846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01396	0.0	0.0	0.0	0.0	0.0	0.0	0.00591	0.0	0.0	0.00374	0.0	0.0	0.01241	0.0	1.85981	0.0	0.0	0.0	0.0	0.0	
0.0	0.01382	0.00423	0.0	0.0	0.00065	0.06199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01802	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00256	0.0	0.0	0.0	0.02038	0.01627	0.0	0.0	0.0	0.00683	0.0211	0.00059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01604	0.0	0.00563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00501	0.00921	0.0155	0.0	0.0	0.0	0.0	0.0	0.0	0.03087	0.0	0.0	0.01612	0.00822	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01491	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1757	0.0	0.0	0.0	0.0	1.09386	0.0	0.0	0.0	0.0	0.0	
0.0	0.00899	0.0	0.0	0.0	0.00579	0.00434	0.0	0.0	0.03785	0.0	0.0	0.0	0.0	0.0	0.0	0.00419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03059	0.0	0.0	0.0	0.04015	0.05094	0.0	0.0017	0.0	0.02332	0.06815	0.02715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0126	0.06211	0.02091	0.00373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01023	0.03294	0.07623	0.0037	0.0	0.0	0.0	0.0	0.07474	0.0	0.0	0.00708	0.04965	0.0	0.0	0.0	0.0	0.0	0.01053	0.0	0.0	0.0	0.0	0.00417	0.0	0.0	0.00881	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08475	0.0	0.0	0.0	0.0	0.0	0.0	0.00418	0.0	0.0	0.01721	0.0	0.0	0.0	0.0	0.93612	0.0	0.0	0.0	0.0	0.0	
0.17796	3.01199	0.04022	2.74324	0.77923	0.38401	1.39285	3.85023	0.63056	2.3144	4.87071	10.96158	2.46528	5.06988	0.56281	4.07477	1.3797	0.94741	3.76477	0.21735	0.55685	2.96022	2.67157	3.56101	3.90748	0.47534	4.31401	0.05823	1.22209	0.40663	1.23313	3.4662	0.55228	0.06024	2.35291	0.75334	0.92728	0.11122	0.32748	0.41704	0.72828	0.74901	0.05689	3.29457	4.98112	1.59096	4.42691	0.51496	1.0028	0.36547	1.01258	2.26984	0.11942	1.0445	4.20708	1.59634	0.89088	4.66751	0.10241	0.08488	0.08364	0.41364	3.19078	2.2099	0.97949	0.13543	0.86735	6.91353	0.5769	1.54418	4.37394	0.63331	2.2745	1.47069	0.65589	0.29081	1.26014	0.57442	0.32806	2.55342	3.91449	0.92874	2.16361	4.98653	2.13994	0.13343	4.60528	1.64636	0.23999	0.0	5.26585	4.02431	0.06777	0.0	0.13066	5.0055	3.44127	1.27833	0.65631	0.24102	1.08609	1.30333	2.10801	2.41869	2.29897	0.12172	1.51636	7.88548	3.14191	5.03526	0.64127	4.21495	5.41996	1.6054	0.299	0.36751	2.60129	3.26507	1.12863	2.10878	0.28341	0.0	4.7833	0.02956	0.45144	0.84477	2.27933	0.86567	0.99782	1.73652	
0.0	0.08993	0.0	0.00055	0.0	0.00251	0.28311	0.05259	0.0	0.03573	0.00959	0.0	0.0	0.0	0.0	0.0	0.02507	0.04029	0.0	0.00352	0.0	0.00854	0.0	0.00652	0.0	0.0	0.0	0.0	0.0	0.04563	0.03188	0.0	0.0	0.0	0.08071	0.03631	0.01757	0.01768	0.04871	0.04292	0.0	0.02129	0.04122	0.58557	0.08923	0.01062	0.0	0.0	0.00204	0.0	0.01391	0.02273	0.0	0.0078	0.10791	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04164	0.07575	0.06404	0.0	0.0	0.02898	0.0	0.0	0.03298	0.0	0.02847	0.02521	0.02472	0.00453	0.0031	0.02064	0.0	0.0	0.00697	0.15519	0.01316	0.0	0.22683	0.06698	0.0	0.04397	0.0	0.0	0.0	0.01459	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.0	0.0	0.0	0.01579	0.0	0.0	0.0	0.0	0.00943	0.05406	0.0	0.0	0.0	0.0	0.0	0.04651	0.0	0.0	0.0	0.21023	0.0	0.0	0.0	0.0	0.37257	0.0	0.0	0.01145	0.00196	0.01192	
0.0	0.5212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.07847	0.0	0.0	2.33032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.58202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.2499	0.0	3.38929	0.0	0.0	0.0	0.0	0.0	1.34277	0.0	0.0	0.0	1.49444	0.0	0.0	0.0	0.0	0.0	0.78459	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.65184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.53283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.98724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.0	0.0	2.93995	0.0	0.69383	3.60981	0.0	0.0	3.44214	0.0	7.40516	2.47186	0.0	0.0	2.43488	0.0	0.0	0.0	0.0	0.0	0.0	4.81353	0.0	0.0	0.0	0.0	1.55176	0.0	0.0	0.0	0.0	0.0	1.73152	0.0	0.43918	1.9	2.38491	7.61856	2.64608	0.0	0.57284	0.0	2.50872	3.63657	0.0	0.0	0.0	0.0	2.79525	0.0	0.0	2.58212	0.91853	1.1973	0.0	0.0	0.0	0.0	6.50538	0.0	3.0147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.12683	0.0	0.0	0.0	0.0	1.35813	0.0	4.76048	0.0	0.79862	0.0	0.0	0.0	1.14719	6.69764	0.0	0.0	0.0	0.0	0.0	13.26726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.38581	0.0	0.0	0.0	0.0	1.398	0.0	0.0	2.72071	0.0	0.0	0.0	0.0	0.0	4.02706	0.0	0.0	0.0	4.3137	0.0	0.0	0.0	0.0	0.0	1.12732	0.0	1.27636	0.0	4.75637	
12.15251	6.75443	0.0	6.71675	19.20358	1.94468	0.84587	8.97719	18.105	8.34088	3.88471	4.73899	18.23115	18.15547	7.96419	19.80399	5.70691	33.24447	16.179	0.0	20.67667	2.68493	20.2305	0.0	1.06844	10.63146	3.22831	49.76941	13.67224	13.47896	1.1261	6.92567	4.08251	18.76577	2.52543	0.0	0.0	13.71368	8.98737	4.78482	15.36535	4.72	6.86612	14.98228	2.42903	4.0303	4.42309	6.55912	5.98434	2.52487	17.65475	19.69011	8.5424	20.60843	18.86666	6.98985	5.56549	39.67055	13.93946	0.0	5.55955	0.0	3.55468	9.58767	10.70458	3.38478	5.37773	11.34304	12.60683	0.0	8.43139	0.0	3.73259	6.04732	13.7834	0.0	3.49364	16.11158	5.21504	8.09674	0.0	7.71535	3.12978	10.97588	5.68671	29.5534	5.53312	19.30686	4.41854	0.0	8.32585	9.01413	0.0	0.0	0.0	12.96123	39.78606	26.84209	29.63902	19.27021	0.0	5.94062	10.81173	11.5851	4.50952	0.0	18.83292	6.46335	9.3079	10.60905	0.0	29.04226	10.41493	16.3212	4.06633	22.28558	3.84478	20.19257	3.60011	3.8796	19.72557	0.0	5.17888	0.0	0.0	13.54504	17.92073	14.0956	11.66636	0.0	
0.0	0.0	0.0	1.76873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.43608	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.87481	0.0	0.0	0.0	0.0	0.0	23.10525	0.0	0.0	0.0	0.0	0.0	0.0	13.66099	0.0	0.0	12.58571	0.0	14.63347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.91954	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.18357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.52789	0.0	0.0	6.65939	0.0	0.0	0.0	8.05112	0.0	0.0	0.0	0.0	0.0	20.42134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.12421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.76877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.51804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.86378	0.0	
