"SRS ID","Body Site","Assembly file location","Assembly MD5","Assembly File Size","Reads file location","Reads MD5","Reads File Size"
"SRS017537","buccal_mucosa","/data/HMASM/PGAs/buccal_mucosa/SRS017537.scaffolds.fa.bz2","1fc001ae94bde7ddd8a39a5eb3e36b7f","1602811","/data/Illumina/buccal_mucosa/SRS017537.tar.bz2","8b5a9510995631f8ae6ec9411fa3fbe1","428783521"
"SRS017687","buccal_mucosa","/data/HMASM/PGAs/buccal_mucosa/SRS017687.scaffolds.fa.bz2","b1833f1e07d1b2616c822245a1960441","5688226","/data/Illumina/buccal_mucosa/SRS017687.tar.bz2","374a83803b64bcc7e30843c8329425ac","614938324"
"SRS017810","buccal_mucosa","/data/HMASM/PGAs/buccal_mucosa/SRS017810.scaffolds.fa.bz2","87dce8b858b200b4b252f10eb6d16057","6597428","/data/Illumina/buccal_mucosa/SRS017810.tar.bz2","1212c9980028c660bd876e248c532525","749983286"
"SRS019124","buccal_mucosa","/data/HMASM/PGAs/buccal_mucosa/SRS019124.scaffolds.fa.bz2","a538e9d4a5b8c9bfc53169f37e97f60a","10619596","/data/Illumina/buccal_mucosa/SRS019124.tar.bz2","9428d7706ac7af7bbec595d8871d4af0","1795684950"
"SRS020222","buccal_mucosa","/data/HMASM/PGAs/buccal_mucosa/SRS020222.scaffolds.fa.bz2","0536695a59073f9888fbc1db13a03fbc","3964677","/data/Illumina/buccal_mucosa/SRS020222.tar.bz2","5e15b7247ba76a26d2ef959cbd0c25d5","426285456"
"SRS020858","buccal_mucosa","/data/HMASM/PGAs/buccal_mucosa/SRS020858.scaffolds.fa.bz2","9ab5dcf5caf6365f6cfaaa8391c0095c","3958271","/data/Illumina/buccal_mucosa/SRS020858.tar.bz2","86a970b2c854b706ccadcbf38df0e9fe","957060483"
"SRS024347","buccal_mucosa","/data/HMASM/PGAs/buccal_mucosa/SRS024347.scaffolds.fa.bz2","6d28fbea7ffef63fbae190b46f2ce026","5638228","/data/Illumina/buccal_mucosa/SRS024347.tar.bz2","971c25ce7459bc811932d3b5438d4e2a","820122950"
"SRS024557","buccal_mucosa","/data/HMASM/PGAs/buccal_mucosa/SRS024557.scaffolds.fa.bz2","619666b022ef6abad97b2fee22686d58","1902882","/data/Illumina/buccal_mucosa/SRS024557.tar.bz2","0f6a4ffd33702d25d6ce85f71971b989","275426207"
"SRS045262","buccal_mucosa","/data/HMASM/PGAs/buccal_mucosa/SRS045262.scaffolds.fa.bz2","526be37778ae76c61b43c267fe606099","7388220","/data/Illumina/buccal_mucosa/SRS045262.tar.bz2","fb5a67d924954d5c6798e95d0a1f42e8","1269722409"
"SRS048719","buccal_mucosa","/data/HMASM/PGAs/buccal_mucosa/SRS048719.scaffolds.fa.bz2","1a37c23c3d20901b02f1551b137947ed","4086660","/data/Illumina/buccal_mucosa/SRS048719.tar.bz2","f4bbd30608d09c5925e9b412c8af6379","482110459"
"SRS050628","buccal_mucosa","/data/HMASM/PGAs/buccal_mucosa/SRS050628.scaffolds.fa.bz2","43007059a78dd3d7f16bcf5d7fb362f7","13070468","/data/Illumina/buccal_mucosa/SRS050628.tar.bz2","7f6a3b78dcea8bf8b4b1e4ba81ef43f8","1556971104"
"SRS065431","buccal_mucosa","/data/HMASM/PGAs/buccal_mucosa/SRS065431.scaffolds.fa.bz2","ea06e0ba3e182a5b0eb4349c5016ca50","378733","/data/Illumina/buccal_mucosa/SRS065431.tar.bz2","7fe2439fc70e34fc3ca41d074ca5ba70","39886438"
"SRS075406","buccal_mucosa","/data/HMASM/PGAs/buccal_mucosa/SRS075406.scaffolds.fa.bz2","fd93174b29252856f6bcaefb5e3c5941","5549067","/data/Illumina/buccal_mucosa/SRS075406.tar.bz2","9a0e2eae3cc7e5f8f39cd08960bca612","698311168"
"SRS077738","buccal_mucosa","/data/HMASM/PGAs/buccal_mucosa/SRS077738.scaffolds.fa.bz2","3d15772ec044e653bc149c70b72372fd","3203002","/data/Illumina/buccal_mucosa/SRS077738.tar.bz2","27a41fc805b99b553b4556fc09c79944","289524370"
"SRS019126","palatine_tonsils","/data/HMASM/PGAs/palatine_tonsils/SRS019126.scaffolds.fa.bz2","7861cc469e7a60b26615f61d60ec7b00","27101375","/data/Illumina/palatine_tonsils/SRS019126.tar.bz2","b8e2b71ec3cfd63add5c6b1ec41ae842","4513377194"
"SRS011584","posterior_fornix","/data/HMASM/PGAs/posterior_fornix/SRS011584.scaffolds.fa.bz2","ad000734baf6747cc0623e6d6259f426","467495","/data/Illumina/posterior_fornix/SRS011584.tar.bz2","28fbe41f89ddc598ddedebbe45a63a85","28421624"
"SRS014979","stool","/data/HMASM/PGAs/stool/SRS014979.scaffolds.fa.bz2","018bae609dd17f4c7979f4c8f1832042","45407381","/data/Illumina/stool/SRS014979.tar.bz2","d2f226b925026b98a06493f3100d6165","6868025827"
"SRS015264","stool","/data/HMASM/PGAs/stool/SRS015264.scaffolds.fa.bz2","de3c89303bd89a27dec79aca561c4d96","39698323","/data/Illumina/stool/SRS015264.tar.bz2","57d9e78fb65817246bd4654e031242d8","4144734815"
"SRS015782","stool","/data/HMASM/PGAs/stool/SRS015782.scaffolds.fa.bz2","c2b5b47260bd875b56edf570aa4cd993","56557203","/data/Illumina/stool/SRS015782.tar.bz2","7e55ea6164626c2ba74010640be2f99d","6979382746"
"SRS015960","stool","/data/HMASM/PGAs/stool/SRS015960.scaffolds.fa.bz2","6e2d65d0903c94c2c460e63d85a3a4d8","35110325","/data/Illumina/stool/SRS015960.tar.bz2","5e653cf5b31ec32c5ed6f032f5d44f7e","6463200259"
"SRS016495","stool","/data/HMASM/PGAs/stool/SRS016495.scaffolds.fa.bz2","f54865629d43f77e800c86b88516248f","25852709","/data/Illumina/stool/SRS016495.tar.bz2","7401e1f7f47074fdd29cd8723c3ce99d","7845447222"
"SRS016517","stool","/data/HMASM/PGAs/stool/SRS016517.scaffolds.fa.bz2","12eb35f21626f9c23019fbf7041e1f81","23578724","/data/Illumina/stool/SRS016517.tar.bz2","0e59f2386bf8ff106fdd44bc8cc7de25","225"
"SRS017103","stool","/data/HMASM/PGAs/stool/SRS017103.scaffolds.fa.bz2","93f58d99044912125bce70737a2a47e7","47139329","/data/Illumina/stool/SRS017103.tar.bz2","679348e08b0badae18c11fd07fafb753","8192112367"
"SRS018313","stool","/data/HMASM/PGAs/stool/SRS018313.scaffolds.fa.bz2","f27f5785e98f2756403c5182168c08eb","19722640","/data/Illumina/stool/SRS018313.tar.bz2","abc7771c6eaffb59b9c9e354719ee98e","8544547833"
"SRS018575","stool","/data/HMASM/PGAs/stool/SRS018575.scaffolds.fa.bz2","9204a86ec2f6e0f2b29513a2bd852f33","15412805","/data/Illumina/stool/SRS018575.tar.bz2","52cc8f42addff578b92919f7d8bd36dd","6360611802"
"SRS019267","stool","/data/HMASM/PGAs/stool/SRS019267.scaffolds.fa.bz2","8bce18d419d43d2ec1b9d5b2d9bce87e","20266146","/data/Illumina/stool/SRS019267.tar.bz2","17aef8297fcc43eb889bf413958b040a","8595158476"
"SRS019787","stool","/data/HMASM/PGAs/stool/SRS019787.scaffolds.fa.bz2","abc0a111f2b740b97e897d81fa4a7b36","23679684","/data/Illumina/stool/SRS019787.tar.bz2","4e55def8839ec1cdbc33155a08094eb5","7245914840"
"SRS019910","stool","/data/HMASM/PGAs/stool/SRS019910.scaffolds.fa.bz2","d86eb148f90eb94ab9667dcc4600ca46","30196696","/data/Illumina/stool/SRS019910.tar.bz2","88201d804cb1c52be41b7354c30f7e38","4410497968"
"SRS020869","stool","/data/HMASM/PGAs/stool/SRS020869.scaffolds.fa.bz2","95d29c03f2ddadb69f04285e283b7b26","51152095","/data/Illumina/stool/SRS020869.tar.bz2","c3512cc1711857ff827531bd5f5e06a9","7293015464"
"SRS021484","stool","/data/HMASM/PGAs/stool/SRS021484.scaffolds.fa.bz2","090cde374f812accae107d8ba62712b7","40661084","/data/Illumina/stool/SRS021484.tar.bz2","9846b52f23489493098b03d29d9860f1","8843012717"
"SRS023176","stool","/data/HMASM/PGAs/stool/SRS023176.scaffolds.fa.bz2","15d5b0adb4741efcc76121709251dde1","19751660","/data/Illumina/stool/SRS023176.tar.bz2","3715f9f15ddbe11f36e105485d35f0af","8307317996"
"SRS023526","stool","/data/HMASM/PGAs/stool/SRS023526.scaffolds.fa.bz2","07aaf2cb2a9f2197a48c99ff8a728946","49905735","/data/Illumina/stool/SRS023526.tar.bz2","bc27f92c16779b4020a9cb1c45c86245","7655517585"
"SRS023971","stool","/data/HMASM/PGAs/stool/SRS023971.scaffolds.fa.bz2","42c4a28e8f08fcf88c5b86f98f47da7d","16259996","/data/Illumina/stool/SRS023971.tar.bz2","7877d36da08c3bc96feaf5c89aba01d6","8909817937"
"SRS024331","stool","/data/HMASM/PGAs/stool/SRS024331.scaffolds.fa.bz2","e418748779fb2e9afd0bac94877d49ba","44758533","/data/Illumina/stool/SRS024331.tar.bz2","87dd5d3dc3a89fea2dbc7bdb2b74666d","7911163871"
"SRS024435","stool","/data/HMASM/PGAs/stool/SRS024435.scaffolds.fa.bz2","836cf3c5770e19365b5533e96db8ca10","59471176","/data/Illumina/stool/SRS024435.tar.bz2","4d7681a08b7532e108733aff2c8613a1","8345669788"
"SRS048870","stool","/data/HMASM/PGAs/stool/SRS048870.scaffolds.fa.bz2","a867903db27f056c3e2e9924d2d9f921","38330812","/data/Illumina/stool/SRS048870.tar.bz2","6f9002660318ff2a70ea151f4bd06968","6860240628"
"SRS049900","stool","/data/HMASM/PGAs/stool/SRS049900.scaffolds.fa.bz2","131a19cf815142b6ff642456d626e5e9","18158142","/data/Illumina/stool/SRS049900.tar.bz2","325e8a07a84eeab2c379b8d3e2887b1a","9178874642"
"SRS049959","stool","/data/HMASM/PGAs/stool/SRS049959.scaffolds.fa.bz2","934dc155b4f8ed021fdbbd472db19a3c","65343291","/data/Illumina/stool/SRS049959.tar.bz2","05c2203bc32eaf4185c6146d721b124b","7896740348"
"SRS049995","stool","/data/HMASM/PGAs/stool/SRS049995.scaffolds.fa.bz2","1268e159350d6d41a5368da4d76321d3","51153863","/data/Illumina/stool/SRS049995.tar.bz2","731f003f0cab5e42ff2b1234352aec77","8728263127"
"SRS050299","stool","/data/HMASM/PGAs/stool/SRS050299.scaffolds.fa.bz2","cc0d9b509e79ef8d24a1ca4a32b0e936","25570750","/data/Illumina/stool/SRS050299.tar.bz2","75f2d9fcdfdfd808ace820af330dc5e8","4823110306"
"SRS050752","stool","/data/HMASM/PGAs/stool/SRS050752.scaffolds.fa.bz2","cf26e81b4f776dc773d285dafeb3898d","41086613","/data/Illumina/stool/SRS050752.tar.bz2","061952621c88c90b5bfe23bae772a479","7038559068"
"SRS052027","stool","/data/HMASM/PGAs/stool/SRS052027.scaffolds.fa.bz2","d7095b0dc8b7f5e7610bb099653fa949","31244212","/data/Illumina/stool/SRS052027.tar.bz2","468957efc0e08f59e0e0fa9369886eee","8566463067"
"SRS054956","stool","/data/HMASM/PGAs/stool/SRS054956.scaffolds.fa.bz2","92e26f53e0c30c4d77aadc2f8dacda60","26201035","/data/Illumina/stool/SRS054956.tar.bz2","423f5b29648c5bb5d122bf2b10a78d3d","6508180205"
"SRS057717","stool","/data/HMASM/PGAs/stool/SRS057717.scaffolds.fa.bz2","87d218586250cfedbc616d4181769d8f","13195524","/data/Illumina/stool/SRS057717.tar.bz2","581b6c62ab14f675ab67df0f7a5c8dd2","7019221660"
"SRS058723","stool","/data/HMASM/PGAs/stool/SRS058723.scaffolds.fa.bz2","293887215dfeac268df34dbf6f9234f1","18021914","/data/Illumina/stool/SRS058723.tar.bz2","81025a313cd7d9caba6209a7b845b131","7556866011"
"SRS064557","stool","/data/HMASM/PGAs/stool/SRS064557.scaffolds.fa.bz2","fff5590d748a52bfd47121d429cddced","26437395","/data/Illumina/stool/SRS064557.tar.bz2","9bc5ef80e9b602dce941d8b918fc3097","8127610522"
"SRS064645","stool","/data/HMASM/PGAs/stool/SRS064645.scaffolds.fa.bz2","c77e8d7a70d8c204612ebb403039dafe","13034380","/data/Illumina/stool/SRS064645.tar.bz2","ce1a93a65c1596d7d21d244ed4a28074","1471794270"
"SRS065504","stool","/data/HMASM/PGAs/stool/SRS065504.scaffolds.fa.bz2","c06b552b2746f8d0a59219df1743d5a5","50677749","/data/Illumina/stool/SRS065504.tar.bz2","4f0413c6e979c7f522ab471aef51c47c","8381979466"
"SRS015064","subgingival_plaque","/data/HMASM/PGAs/subgingival_plaque/SRS015064.scaffolds.fa.bz2","19c2f1dba3785545b1d2b27d250dbf13","14127622","/data/Illumina/subgingival_plaque/SRS015064.tar.bz2","1cf8bd7f3cd906ab1c9ee3f0246bf734","1675708890"
"SRS013252","supragingival_plaque","/data/HMASM/PGAs/supragingival_plaque/SRS013252.scaffolds.fa.bz2","5e73cd2c92770caac63cd35ba25eced4","39692631","/data/Illumina/supragingival_plaque/SRS013252.tar.bz2","1d087f2bd09b40eecdb0433d7a3c3265","7097122456"
"SRS015158","supragingival_plaque","/data/HMASM/PGAs/supragingival_plaque/SRS015158.scaffolds.fa.bz2","7550e9b33f4df5492dbd19e45fa6c542","22197273","/data/Illumina/supragingival_plaque/SRS015158.tar.bz2","ff65fd6e9c1b0b585a7de8f9595b6618","4719616562"
"SRS015755","supragingival_plaque","/data/HMASM/PGAs/supragingival_plaque/SRS015755.scaffolds.fa.bz2","c57f47ac435d856dd6fc7a2e0b1ef5c3","16526068","/data/Illumina/supragingival_plaque/SRS015755.tar.bz2","1ddaac0ce2d0103368bcef3821eeb95f","1427058883"
"SRS015947","supragingival_plaque","/data/HMASM/PGAs/supragingival_plaque/SRS015947.scaffolds.fa.bz2","3d6dbcf244d919e3eccc0852df2d895d","11692263","/data/Illumina/supragingival_plaque/SRS015947.tar.bz2","ff7af2dbc667a7ec63743e44bb3cc33f","3333821406"
"SRS016043","supragingival_plaque","/data/HMASM/PGAs/supragingival_plaque/SRS016043.scaffolds.fa.bz2","6f74804bd9a2a35c73b90d00bb5942fd","27596151","/data/Illumina/supragingival_plaque/SRS016043.tar.bz2","19507605fa72d9970984ffe261f41837","2550128000"
"SRS016200","supragingival_plaque","/data/HMASM/PGAs/supragingival_plaque/SRS016200.scaffolds.fa.bz2","9c2b3126d5e0a6f468434ca359c157ed","21236348","/data/Illumina/supragingival_plaque/SRS016200.tar.bz2","8f2c94972ab91f6150343d143ce6a193","4181718026"
"SRS017139","supragingival_plaque","/data/HMASM/PGAs/supragingival_plaque/SRS017139.scaffolds.fa.bz2","95026fe777887c1c7255cf873a4294f7","38642320","/data/Illumina/supragingival_plaque/SRS017139.tar.bz2","afb7f0249c41134d27c1ab05727b5403","7052164791"
"SRS019028","supragingival_plaque","/data/HMASM/PGAs/supragingival_plaque/SRS019028.scaffolds.fa.bz2","379ba700bb4b05dce3a664caff2f7bbd","32597981","/data/Illumina/supragingival_plaque/SRS019028.tar.bz2","0fe5d766f53c436a9be9ffd43c0fc202","4586058344"
"SRS021477","supragingival_plaque","/data/HMASM/PGAs/supragingival_plaque/SRS021477.scaffolds.fa.bz2","077f0e1ab650599a5cbef3425932def9","34150193","/data/Illumina/supragingival_plaque/SRS021477.tar.bz2","453abf5aedbdabaff461847688458fb9","4331138919"
"SRS023595","supragingival_plaque","/data/HMASM/PGAs/supragingival_plaque/SRS023595.scaffolds.fa.bz2","58a13a6823e4553f0e8372879581d9a2","58936951","/data/Illumina/supragingival_plaque/SRS023595.tar.bz2","0fe28ed433202b7fe88c162f2deaf3d1","6912131371"
"SRS023841","supragingival_plaque","/data/HMASM/PGAs/supragingival_plaque/SRS023841.scaffolds.fa.bz2","f7236aa06540a4df2f6de054934280e8","24320414","/data/Illumina/supragingival_plaque/SRS023841.tar.bz2","7a055aaa299934ac8065d32564712f9e","2159871106"
"SRS024021","supragingival_plaque","/data/HMASM/PGAs/supragingival_plaque/SRS024021.scaffolds.fa.bz2","c6eea10151d2f87d8d0577ea78aab99a","20925010","/data/Illumina/supragingival_plaque/SRS024021.tar.bz2","c70daa57f8b841cb7bd0141051521502","6058508753"
"SRS024447","supragingival_plaque","/data/HMASM/PGAs/supragingival_plaque/SRS024447.scaffolds.fa.bz2","422f9ef6ef0f01bde680ac99c29002ce","27707779","/data/Illumina/supragingival_plaque/SRS024447.tar.bz2","8846ed0c7ed540f07a86ef513b64504a","5430502499"
"SRS043018","supragingival_plaque","/data/HMASM/PGAs/supragingival_plaque/SRS043018.scaffolds.fa.bz2","bf1e758e5bead308b33d7b18b1e04413","31246815","/data/Illumina/supragingival_plaque/SRS043018.tar.bz2","533ceab3b49af8205699d92e20b1ccb9","3575719953"
"SRS047100","supragingival_plaque","/data/HMASM/PGAs/supragingival_plaque/SRS047100.scaffolds.fa.bz2","63d015d48c5c9d8b5cd47dc80a546b6a","17281817","/data/Illumina/supragingival_plaque/SRS047100.tar.bz2","b5b362b3ddb46ba0c2578e7e2e312290","3350357258"
"SRS047113","supragingival_plaque","/data/HMASM/PGAs/supragingival_plaque/SRS047113.scaffolds.fa.bz2","74f01939163577f89794977249aee2b5","47736766","/data/Illumina/supragingival_plaque/SRS047113.tar.bz2","6c10b5ac1bfeed79a0cfbd81f8dd19f8","5764834568"
"SRS049268","supragingival_plaque","/data/HMASM/PGAs/supragingival_plaque/SRS049268.scaffolds.fa.bz2","ec6802b67f370c493322df774d4667c0","37182627","/data/Illumina/supragingival_plaque/SRS049268.tar.bz2","c466bc01bfcc44e6d75dcebbebaa8452","3765649474"
"SRS052876","supragingival_plaque","/data/HMASM/PGAs/supragingival_plaque/SRS052876.scaffolds.fa.bz2","0bf79e90741fe71437a0016bcb32c121","30824961","/data/Illumina/supragingival_plaque/SRS052876.tar.bz2","ff9e99a5113e8109c458c3761e4a9458","4381858130"
"SRS011306","tongue_dorsum","/data/HMASM/PGAs/tongue_dorsum/SRS011306.scaffolds.fa.bz2","09fc7645a1ada9df261ec615566b9a6c","33475117","/data/Illumina/tongue_dorsum/SRS011306.tar.bz2","9e379adff6f2ec3a04a75e696ce72a98","7801267867"
"SRS013234","tongue_dorsum","/data/HMASM/PGAs/tongue_dorsum/SRS013234.scaffolds.fa.bz2","af1f1f24e577ce6938393bf1ce60cb50","16269638","/data/Illumina/tongue_dorsum/SRS013234.tar.bz2","1fadcde6977d79ec6c281b0e1caa0a28","5389142253"
"SRS013502","tongue_dorsum","/data/HMASM/PGAs/tongue_dorsum/SRS013502.scaffolds.fa.bz2","9e5fd1a0d177d19455186ccee9d6cd3a","14960016","/data/Illumina/tongue_dorsum/SRS013502.tar.bz2","e7ebc1f6df3b9414a2fb7185c512f19f","2689117899"
"SRS013705","tongue_dorsum","/data/HMASM/PGAs/tongue_dorsum/SRS013705.scaffolds.fa.bz2","4205e8ff87fbc7c98b9f488054025276","46599290","/data/Illumina/tongue_dorsum/SRS013705.tar.bz2","4590be46ffc341b746ac1fced2ed053e","7286921783"
"SRS014573","tongue_dorsum","/data/HMASM/PGAs/tongue_dorsum/SRS014573.scaffolds.fa.bz2","32e2b434e6e0f353970a4983a2ca39a1","37694855","/data/Illumina/tongue_dorsum/SRS014573.tar.bz2","797729ef9ef352857fe4fa3416e79082","5509097485"
"SRS014888","tongue_dorsum","/data/HMASM/PGAs/tongue_dorsum/SRS014888.scaffolds.fa.bz2","1baa9f0dc75dab0a9c9403ec5603eeeb","21683663","/data/Illumina/tongue_dorsum/SRS014888.tar.bz2","8be2bf0c19af36a3176aeb6960db5c48","5691058068"
"SRS015644","tongue_dorsum","/data/HMASM/PGAs/tongue_dorsum/SRS015644.scaffolds.fa.bz2","fc0df32183f77078aa2b83466c49e12d","23821709","/data/Illumina/tongue_dorsum/SRS015644.tar.bz2","f92b66a93c73653062b24f9c6673169b","5326378549"
"SRS015762","tongue_dorsum","/data/HMASM/PGAs/tongue_dorsum/SRS015762.scaffolds.fa.bz2","22670f0d67880ac83cb94202db1220d1","42954330","/data/Illumina/tongue_dorsum/SRS015762.tar.bz2","eead6e1bc3304779426e715b6c290e77","7069600296"
"SRS015941","tongue_dorsum","/data/HMASM/PGAs/tongue_dorsum/SRS015941.scaffolds.fa.bz2","8f2f6f95067fe9ccd04f758cfdb2b8b8","30802005","/data/Illumina/tongue_dorsum/SRS015941.tar.bz2","1bf4c101446152c11039b7bfa8ca3148","5941084331"
"SRS016002","tongue_dorsum","/data/HMASM/PGAs/tongue_dorsum/SRS016002.scaffolds.fa.bz2","199e541392d0c5fd3b92e2adfcff21b6","32935628","/data/Illumina/tongue_dorsum/SRS016002.tar.bz2","575cb350b7694e4300026d5de4fdde05","6585699864"
"SRS016342","tongue_dorsum","/data/HMASM/PGAs/tongue_dorsum/SRS016342.scaffolds.fa.bz2","50ef3094065fb856f262ea328961cd2e","24894719","/data/Illumina/tongue_dorsum/SRS016342.tar.bz2","c8bcb7ee44ae544440233500d9c82e29","5341715792"
"SRS018300","tongue_dorsum","/data/HMASM/PGAs/tongue_dorsum/SRS018300.scaffolds.fa.bz2","b202b473db355162f1161881098fe8cc","33111414","/data/Illumina/tongue_dorsum/SRS018300.tar.bz2","e12ef1518c7a9cb45c880bdfc01c1238","7104481703"
"SRS018739","tongue_dorsum","/data/HMASM/PGAs/tongue_dorsum/SRS018739.scaffolds.fa.bz2","d870f1ebf40f9930ad7193f4f600f4f7","41732947","/data/Illumina/tongue_dorsum/SRS018739.tar.bz2","ae7d4c0f925e76c4834a13857993f3f8","5618655987"
"SRS018791","tongue_dorsum","/data/HMASM/PGAs/tongue_dorsum/SRS018791.scaffolds.fa.bz2","8d59e0221340ebe2ef07899eae2481b5","26516195","/data/Illumina/tongue_dorsum/SRS018791.tar.bz2","49f32bada280c361da4b0d608595d56c","8285648079"
"SRS018969","tongue_dorsum","/data/HMASM/PGAs/tongue_dorsum/SRS018969.scaffolds.fa.bz2","be524241b1405b5a2779e0c89c81e02c","14647974","/data/Illumina/tongue_dorsum/SRS018969.tar.bz2","a15ae345ed5ff0caaf91a2db714cdb33","3176315970"
"SRS019045","tongue_dorsum","/data/HMASM/PGAs/tongue_dorsum/SRS019045.scaffolds.fa.bz2","21ebfa5bf06bb1ed7e755d51059d4f13","21481499","/data/Illumina/tongue_dorsum/SRS019045.tar.bz2","5483442fc541dfc879841450ef96cdd4","4892040766"
"SRS019071","tongue_dorsum","/data/HMASM/PGAs/tongue_dorsum/SRS019071.scaffolds.fa.bz2","09b7617666c3a27b0041c40f9e05568d","35047549","/data/Illumina/tongue_dorsum/SRS019071.tar.bz2","65ca02c6da95e2c75084c14d1a77dec2","7893442784"
"SRS019122","tongue_dorsum","/data/HMASM/PGAs/tongue_dorsum/SRS019122.scaffolds.fa.bz2","8ffd293e5b1f91c530cd6fc7469dd840","25797753","/data/Illumina/tongue_dorsum/SRS019122.tar.bz2","fa8f0096a2dd4030c80cd0251d222a76","7180433458"
"SRS019219","tongue_dorsum","/data/HMASM/PGAs/tongue_dorsum/SRS019219.scaffolds.fa.bz2","d7d25e0120e5caaa29f3c30468dbb8fa","32008961","/data/Illumina/tongue_dorsum/SRS019219.tar.bz2","3f9bec4017900fbcb0fa32809c9f3656","5206973451"
"SRS019389","tongue_dorsum","/data/HMASM/PGAs/tongue_dorsum/SRS019389.scaffolds.fa.bz2","3106752dea0114acc26b80985778f5cd","14300934","/data/Illumina/tongue_dorsum/SRS019389.tar.bz2","cd98d71072589509638a07a4c5f23dc4","2382375220"
"SRS020334","tongue_dorsum","/data/HMASM/PGAs/tongue_dorsum/SRS020334.scaffolds.fa.bz2","72ad8cfb37fae8e3e6ac0c5451cdcd53","18819257","/data/Illumina/tongue_dorsum/SRS020334.tar.bz2","cb79c4f274b4e19f3b5168f715cd4f17","3762602524"
"SRS022143","tongue_dorsum","/data/HMASM/PGAs/tongue_dorsum/SRS022143.scaffolds.fa.bz2","3ceb12e7417d8619298afaa454b1cbad","39935454","/data/Illumina/tongue_dorsum/SRS022143.tar.bz2","bb1c76c2d1993f071b5f68021426322e","7989265389"
"SRS022530","tongue_dorsum","/data/HMASM/PGAs/tongue_dorsum/SRS022530.scaffolds.fa.bz2","a91a3ab59feb977318a69338132526e2","29674745","/data/Illumina/tongue_dorsum/SRS022530.tar.bz2","5261e3f10953cf59c935024d0ebb3b47","3598556015"
"SRS044486","tongue_dorsum","/data/HMASM/PGAs/tongue_dorsum/SRS044486.scaffolds.fa.bz2","ce6cc983960ff28d300a97d4efea86f0","17808838","/data/Illumina/tongue_dorsum/SRS044486.tar.bz2","002fcb8a4ea6133cd9c3ebfac479a108","4539154013"
"SRS045715","tongue_dorsum","/data/HMASM/PGAs/tongue_dorsum/SRS045715.scaffolds.fa.bz2","29904717fdc049bc6bd7ed8eab8a7da0","34013973","/data/Illumina/tongue_dorsum/SRS045715.tar.bz2","a32655f43b61a1c92c274749f270a33c","7167523487"
"SRS048411","tongue_dorsum","/data/HMASM/PGAs/tongue_dorsum/SRS048411.scaffolds.fa.bz2","aa041a16fce0e758b6deec91dae15ad7","25445696","/data/Illumina/tongue_dorsum/SRS048411.tar.bz2","5add03e3b77d0f435ce503aac79ea1ab","6577710883"
"SRS049147","tongue_dorsum","/data/HMASM/PGAs/tongue_dorsum/SRS049147.scaffolds.fa.bz2","f69b79b3ae3f68306c0dd3b311a99a5d","24539753","/data/Illumina/tongue_dorsum/SRS049147.tar.bz2","062681c098d9469f540ff827891ef389","7146880245"
"SRS050669","tongue_dorsum","/data/HMASM/PGAs/tongue_dorsum/SRS050669.scaffolds.fa.bz2","6dd5f0d8db39fe927bf0d6cde342e3ad","31653045","/data/Illumina/tongue_dorsum/SRS050669.tar.bz2","1bdac6d189f91d03511f3793cb82ddc1","8091627924"
"SRS055495","tongue_dorsum","/data/HMASM/PGAs/tongue_dorsum/SRS055495.scaffolds.fa.bz2","dc62d2d984c1366a927e8939a0d12bc4","3884277","/data/Illumina/tongue_dorsum/SRS055495.tar.bz2","b027ee03f8450788076285d729f35fc9","488015643"
"SRS056323","tongue_dorsum","/data/HMASM/PGAs/tongue_dorsum/SRS056323.scaffolds.fa.bz2","5112a976db6c72360f124c001534bc17","21701725","/data/Illumina/tongue_dorsum/SRS056323.tar.bz2","eb17d34d5a7f6e01fb2cc7792989fdba","4321880481"
"SRS057791","tongue_dorsum","/data/HMASM/PGAs/tongue_dorsum/SRS057791.scaffolds.fa.bz2","0d5afe19f34b696912a99fc74cb635d4","31278055","/data/Illumina/tongue_dorsum/SRS057791.tar.bz2","386a41b9db14c84e07f574ec3e52fd96","6335922877"
"SRS062761","tongue_dorsum","/data/HMASM/PGAs/tongue_dorsum/SRS062761.scaffolds.fa.bz2","1511060bcafa107ed3ee03ec159cf673","24104793","/data/Illumina/tongue_dorsum/SRS062761.tar.bz2","ad056ff1b2f7c1b222f6fcfaae704195","8417525290"
"SRS063193","tongue_dorsum","/data/HMASM/PGAs/tongue_dorsum/SRS063193.scaffolds.fa.bz2","3456efbcee41001778b8645e8f9aadf7","26624778","/data/Illumina/tongue_dorsum/SRS063193.tar.bz2","8c9054e30cdae835ed8dbaa8976a9e04","4148156790"
"SRS064423","tongue_dorsum","/data/HMASM/PGAs/tongue_dorsum/SRS064423.scaffolds.fa.bz2","e4063ff433664e0f3ec9756de85b3475","33040419","/data/Illumina/tongue_dorsum/SRS064423.tar.bz2","20d964486e238840114c51be354397bd","5505444586"
"SRS075404","tongue_dorsum","/data/HMASM/PGAs/tongue_dorsum/SRS075404.scaffolds.fa.bz2","88d5adb392eacafe878edb22009a52d3","38297829","/data/Illumina/tongue_dorsum/SRS075404.tar.bz2","df4195acddc7d0e1f49e5a9514c31f87","9463055941"
