3.20408	1.62717	1.62519	6.96749	10.92501	0.92479	2.0486	0.0	0.0	8.08776	2.1602	14.59545	0.0	1.70488	0.0	7.46364	6.37317	0.0	1.08378	4.12262	4.58615	0.0	3.27083	2.23685	8.36364	0.0	17.96902	0.74048	38.93129	0.0	3.06081	31.37489	0.0	2.99008	0.0	0.56881	0.0	0.0	0.0	2.34178	0.0	0.30046	10.97504	6.46723	1.28115	0.0	8.21132	12.17884	0.0	0.46255	16.08728	26.75151	0.0	31.99329	0.0	0.0	13.65363	7.89407	19.97222	6.7192	14.69913	0.0	6.5507	0.0	0.0	0.0	6.26913	8.60142	0.0	0.0	0.0	0.69976	0.0	0.0	18.28443	0.0	12.97165	0.0	2.12512	2.31784	0.0	3.71746	1.93994	1.089	0.0	6.18757	2.37093	3.46162	0.0	2.46208	24.09304	3.46882	0.0	6.11218	0.0	1.40311	3.48171	0.0	17.57141	0.0	0.0	1.06499	0.0	7.76431	0.33673	0.0	1.98788	12.71863	0.0	0.0	35.82596	6.58125	0.0	0.0	5.28189	13.49373	6.1268	0.0	0.0	40.24016	0.0	0.0	18.58493	4.94076	
0.0	0.02367	0.08027	0.01809	0.0	0.0	0.00623	0.0	0.0	0.0	0.0659	0.0	0.17105	0.0	0.0	0.0	0.00614	0.03539	0.03206	0.0	0.02034	0.0	0.0	0.0	0.22328	0.0	0.0	0.0	0.00643	0.0	0.0	0.0	0.0	0.05968	0.01013	0.0	0.09076	0.0	0.10276	0.0	0.0	0.01792	0.04582	0.0	0.00098	0.0	0.0	0.0	0.0	0.0	0.05127	0.0	0.0	0.0	0.0	0.0	0.02969	0.0	0.29346	0.0	0.0	0.10751	0.0	0.13842	0.0	0.0	0.0334	0.06695	0.0	0.0	0.0	0.01595	0.0	0.0	0.07493	0.06055	0.0	0.01068	0.03514	0.0	0.0	0.0	0.0	0.00521	0.0	0.04118	0.00292	0.06548	0.0	0.03413	0.0	0.00965	0.19381	0.0	0.0	0.0	0.00181	0.0	0.0	0.0	0.0	0.04291	0.05109	0.01004	0.0	0.0	0.0	0.0	0.0	0.0	0.00289	0.05403	0.0	0.0	0.0	0.0	0.15057	0.0	0.0	0.01428	0.0	0.0	0.20298	0.0	
0.38779	2.6835	0.28387	3.02666	0.07417	16.38792	4.91577	2.65592	0.0	1.02739	0.98214	0.08328	1.04704	0.36305	0.0	3.17696	0.2058	1.97056	0.26614	0.71453	2.48842	0.1142	1.20394	0.95094	5.49597	13.88391	0.09624	0.0	3.58029	1.2107	0.18879	0.0	7.04146	1.66134	1.29177	0.19451	5.56655	6.24714	0.23592	1.48089	0.0	1.06679	0.31223	0.57237	0.13755	0.84606	1.706	0.01187	0.10196	1.67699	0.98421	1.20927	0.53923	1.00036	0.0	0.89136	0.042	0.85011	5.22749	1.35826	2.68803	0.12539	0.3006	12.16096	0.2892	0.15265	2.71372	0.28458	6.22169	0.0	0.0	0.18604	0.0	0.0	0.04558	0.61777	0.00839	2.98374	19.07769	0.23197	0.0	0.4165	18.64066	0.51617	1.23153	1.63881	0.53701	0.48361	0.0	0.28286	0.11762	0.32974	0.31871	0.40548	0.01352	0.36354	1.23263	1.54218	0.04516	0.0	0.0	1.68397	1.33656	14.05819	0.07167	3.4346	3.06657	0.22117	0.08065	0.20673	6.38666	2.36649	0.59884	0.0299	0.00745	3.8961	0.51185	0.55763	0.0	1.70809	0.0	0.59579	0.26027	0.0	
2.51282	3.15094	6.99996	20.75385	9.39939	5.86472	4.31588	6.07824	0.0	2.46234	1.78549	4.71691	5.505	4.77743	0.0	3.3003	3.497	5.65666	11.99209	6.75739	4.9914	7.80674	16.61484	13.20018	7.47703	0.05767	3.33363	0.57357	7.9352	2.50425	5.55839	15.64639	0.3187	2.27524	5.61412	1.4215	0.08098	4.34721	5.48071	8.29024	0.0	1.55279	3.98366	6.2016	1.93123	1.34446	2.00469	2.72733	0.5966	5.07452	8.39297	1.4993	2.58424	9.26328	0.0	8.69838	3.81013	6.30414	7.72298	12.01046	3.33994	0.6715	3.76753	0.43988	2.13295	4.8814	3.5071	9.44982	10.79916	12.26984	0.0	1.51602	0.58132	0.0	5.60541	3.65844	1.40162	0.00049	0.67208	2.04375	0.0	1.74552	10.26213	2.20567	1.95912	1.28424	2.14916	2.17909	0.0	7.20368	9.43322	2.41064	4.85412	11.5805	0.02165	13.55142	1.52887	0.70944	0.94144	3.70054	0.0	4.69197	1.39499	6.7851	2.81669	0.335	3.07039	2.92504	0.43846	3.75733	15.21087	2.84767	0.33688	3.46603	0.28704	2.36818	3.53669	0.0	0.0	4.09273	0.84143	5.07582	11.13798	2.54496	
4.59031	2.38336	1.8341	0.96773	1.35263	0.71484	2.11231	0.34066	0.0	2.23268	2.75493	1.93545	0.67924	0.61496	0.00545	4.91001	1.79978	1.78247	2.84584	1.66478	2.72049	0.0738	2.36255	2.30789	3.10588	0.20593	5.84311	0.38332	0.14082	2.33827	0.4262	1.86805	0.44684	4.09213	1.73685	1.66017	0.02005	1.64912	1.54027	0.63453	0.0	1.17725	0.83089	1.99525	1.27218	1.96522	2.20881	1.6852	0.64372	2.14667	0.98942	2.12203	0.37415	0.39304	0.00229	1.05124	2.15256	0.91684	4.30591	1.91261	1.47191	1.23874	1.61609	2.25998	0.86604	1.24062	2.89327	0.33674	1.7464	0.0	0.0	0.37277	1.48339	9.20527	0.3467	1.67055	1.98887	2.00556	0.4765	0.61288	0.0	1.41415	0.55285	1.64232	4.48677	2.28807	1.45988	1.21419	0.0	1.027	2.11277	1.13659	9.27965	0.91563	0.20777	0.58796	1.32544	0.42777	0.63676	6.82972	0.0	6.69366	0.46343	1.73269	2.43835	0.47187	2.35457	2.10325	0.10778	0.7136	6.63111	1.18732	1.57727	0.07249	0.21964	2.05678	0.52945	0.08022	0.0	1.41611	2.83715	0.41763	0.01792	0.82859	
0.03135	0.10123	0.264	0.03985	0.28847	0.52978	0.0	0.09438	0.0	0.42508	0.02531	0.10743	0.00663	2.27518	0.65847	0.65723	0.29608	0.1457	0.06697	2.51802	0.0	0.0	0.59718	0.41176	0.0	1.43686	0.0	0.05084	1.26614	0.15955	0.03515	0.91585	0.27786	0.0	0.27003	0.1031	0.0	0.0183	0.00248	0.02172	0.4405	0.84374	0.10161	0.02261	0.12454	0.24439	0.06508	0.08963	0.0	1.81503	0.02372	0.88335	0.01469	1.01439	1.61223	0.84389	0.0548	0.27096	0.20717	0.00158	1.86852	0.01264	0.71485	0.0	0.25618	0.43204	0.78377	0.07456	0.15313	0.0	0.0	0.11872	0.0	0.0	0.14425	0.23125	0.0	0.96377	0.09765	0.0	0.0	0.63234	1.04121	0.23141	0.50509	0.54203	0.22533	0.03196	0.0	0.20094	0.02783	0.0	0.12899	0.13337	0.0	0.62414	0.1423	0.16639	0.00682	0.0	0.0	0.78556	3.07041	1.49489	0.01399	0.20783	0.04933	0.0	0.0	0.39746	0.0	0.02841	0.45271	0.0	0.71445	0.18608	0.06567	0.0	0.122	0.00677	0.0	0.0	0.0	0.1265	
4.13186	0.97752	2.47311	0.39714	0.3494	0.4915	1.37067	2.59763	0.0	0.76645	2.38114	0.88604	2.20327	0.80984	1.04696	9.71038	2.81601	5.23185	6.7355	3.29419	0.93229	2.01149	2.19728	2.02954	2.56761	1.01102	0.16805	2.74765	8.24891	3.45502	1.1217	4.08012	7.4701	0.96991	6.94395	1.54329	3.83274	1.60365	1.9547	0.66735	0.05885	0.04494	0.1483	4.03991	1.07261	3.7716	0.51889	0.07406	1.5098	1.98501	9.29048	1.66602	6.4038	0.99453	1.51317	1.10135	0.75138	12.39608	2.30593	2.59573	12.95967	1.63735	0.30381	0.47591	2.66561	1.07007	2.45186	3.8433	0.3856	0.0	0.0	1.64101	0.0	1.39132	1.87157	2.72936	0.22535	0.18404	0.7792	1.69014	0.0	1.34534	0.21862	0.11805	5.85334	0.54595	1.10531	1.66974	0.0	1.87136	17.66425	0.19915	5.43226	1.77193	0.07681	11.19146	2.65505	0.89176	0.05771	0.0	0.0	7.18993	5.613	2.36189	1.88727	4.76948	1.68092	0.53889	3.64375	0.41862	0.63588	2.7124	13.63219	0.53776	0.90855	3.43194	0.60357	1.87085	0.00929	2.25272	0.89034	0.58341	1.37489	0.65001	
2.05396	2.89488	2.976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.90431	1.9431	2.98108	0.0	0.0	0.0	0.0	4.87461	0.0	0.0	8.31473	4.26281	3.02735	2.83486	2.20711	0.0	19.95391	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.65288	4.69194	0.0	0.0	0.0	18.89809	0.0	0.0	0.0	4.20531	0.0	0.0	0.0	0.0	0.0	4.38478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.03954	1.64258	2.97522	0.0	0.0	0.0	0.0	2.03075	0.0	0.0	0.0	0.0	2.19678	0.0	0.0	0.0	2.23079	0.0	0.0	0.0	0.0	0.0	0.0	12.36962	0.0	0.78292	5.30141	0.0	0.0	0.0	0.0	0.0	3.37688	0.0	0.0	0.0	1.23043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.16451	0.0	2.75856	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
1.82393	0.0	2.24531	2.55661	0.0	0.0	3.7293	1.35593	0.0	0.0	0.0	2.13551	3.08178	0.0	0.0	2.6275	0.0	4.15461	2.00726	0.0	3.99022	5.57533	0.0	0.0	0.0	7.58618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.84387	1.04593	0.62608	0.0	1.77851	3.35943	1.63758	0.0	0.0	0.0	2.45261	1.39455	1.12899	0.0	3.76773	0.0	1.30033	0.0	0.0	16.17211	0.0	0.0	0.0	0.0	1.98401	5.96071	9.84527	1.4724	0.0	0.0	0.0	1.30364	0.0	0.75183	0.0	0.0	0.0	0.0	1.29301	0.0	0.0	4.0682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.20767	0.0	0.0	0.0	3.46248	0.0	2.38801	0.0	6.10282	0.0	10.34906	0.0	0.0	0.0	0.0	0.0	0.0	1.41422	0.0	0.0	0.0	0.0	0.0	0.0	2.00893	0.0	0.0	0.0	0.0	2.38675	0.0	0.0	1.30884	0.0	0.0	0.0	0.0	
0.0	0.0	0.0	10.17319	0.0	0.0	0.0	0.0	0.0	0.32139	2.73898	0.0	0.0	4.34242	0.0	0.0	0.0	2.73304	3.41842	4.42817	16.64773	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.60182	13.42154	0.0	0.0	0.0	0.8332	0.0	0.0	1.77104	0.0	0.0	3.00012	0.0	7.96283	0.0	56.80603	0.0	13.44492	0.0	0.0	0.0	0.0	0.0	0.0	15.35191	0.0	0.0	0.0	0.0	0.0	1.3722	6.42264	0.0	0.0	9.15383	0.0	0.0	0.0	0.0	0.0	0.0	0.49871	0.0	0.0	0.0	0.0	11.42603	0.0	0.0	0.0	3.67059	0.0	0.0	0.0	27.68236	0.0	18.92792	0.0	8.10319	34.70216	1.84444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.46319	18.94609	0.0	1.21093	0.0	34.94969	0.0	4.57044	0.0	0.0	0.0	0.0	0.0	0.69678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
2.1388	0.16278	2.09276	0.14427	1.4428	7.53261	0.9664	0.39716	0.0	0.41483	1.56718	1.64723	0.70853	0.50898	13.1066	0.4208	1.73545	2.79083	3.04692	1.38164	1.78416	0.08821	1.32599	1.10731	0.16524	0.18838	0.31909	0.69857	1.45903	2.14395	1.80689	0.20008	1.03714	2.95028	1.2923	0.43866	5.53149	2.24866	0.72726	1.77076	0.2235	0.04361	0.05849	0.49354	0.96675	0.8723	0.19297	0.13102	0.67939	0.33986	1.23268	0.23897	1.87362	0.30138	7.10649	1.68304	3.35715	1.42102	1.79449	1.27413	0.52199	1.53979	1.33593	0.5505	1.22819	0.16714	0.22063	3.9036	3.6677	0.0	0.0	1.23316	0.0	5.03037	0.18966	1.04044	0.31677	0.06556	1.80203	1.28267	0.0	0.38443	0.94437	0.09096	1.04424	0.29456	0.26322	0.31422	0.0	0.62794	0.90014	0.15556	4.2647	0.69403	0.34915	2.43175	0.14645	0.08	0.02348	0.35799	0.0	2.43605	0.52744	3.90193	1.56688	1.21061	6.6425	0.13671	4.97278	1.35644	0.70748	0.28185	7.21231	0.40113	0.57512	1.93327	0.16224	7.67145	0.06085	1.64617	0.20803	0.24955	0.16846	0.21056	
5.40338	2.73077	1.41503	3.78841	0.24566	1.90795	5.83523	0.85075	0.0	0.17666	1.20784	6.50102	2.98444	3.92969	0.0	4.07206	1.6787	4.87472	7.19252	0.05552	2.0692	1.56627	2.025	2.4265	1.04262	19.75282	3.21305	2.6894	1.42119	0.29041	10.34693	1.3886	1.28372	1.54046	4.57952	2.22789	0.0	0.32578	3.3825	5.91455	0.21512	0.85092	1.37478	0.62048	4.51702	4.384	0.27244	3.85312	0.11111	4.78475	2.77269	1.59281	3.38894	0.39517	0.0	1.47375	2.93859	2.11926	1.91263	2.92681	0.64041	6.25336	3.06204	0.00731	0.54795	12.08822	3.48202	3.50694	1.00038	0.0	0.0	1.10885	0.46699	0.0	6.79223	0.45879	0.33526	0.00955	2.90886	4.02478	0.0	0.2611	1.94673	1.43794	4.17266	0.96448	1.52019	2.30897	0.0	5.87132	2.54908	3.24015	0.0	2.50807	1.74407	7.312	3.24269	5.52842	0.71472	1.27396	0.0	1.96991	0.5052	0.32755	1.24427	1.56936	0.52074	3.02131	1.60535	2.44195	3.62238	1.91685	1.93592	0.38707	0.97777	0.72502	1.05475	2.94749	0.0	1.58254	18.56274	2.51934	1.28969	0.00085	
